"Source","Date.LPC","Trip.ID.by.date","Hum.Dog","hoh.key","ID","hunter.age","dog.age","assistant","Dogs.used"
"GPS/HR","8/13/12",133,"Dog",45,"dM45D",NA,"young",NA,"Yes"
"GPS/HR","8/13/12",133,"Dog",46,"dM46B",NA,"adult",NA,"Yes"
"GPS/HR","8/13/12",133,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","8/16/12",138,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","8/16/12",138,"Human",26,"hM26A",58,NA,"no","Yes"
"GPS/HR","8/16/12",138,"Human",26,"hM26C",18,NA,"no","Yes"
"GPS/HR","8/16/12",138,"Human",37,"hM37C",30,NA,"no","Yes"
"GPS/HR","8/16/12",138,"Human",38,"hM38A",40,NA,"no","Yes"
"GPS/HR","8/16/12",138,"Human",45,"hM45A",28,NA,"no","Yes"
"GPS/HR","8/16/12",138,"Human",5,"hM5A",50,NA,"no","Yes"
"GPS/HR","8/16/12",138,"Human",5,"hM5C",13,NA,"yes","Yes"
"GPS/HR","8/16/12",138,"Dog",45,"dM45B",NA,"young",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",45,"dF45A",NA,"adult",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",45,"dF45C",NA,"young",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",45,"dM45D",NA,"young",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",46,"dM46B",NA,"adult",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",37,"dF37A",NA,"adult",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",37,"dF37B",NA,"adult",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",5,"dM5A",NA,"adult",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",5,"dM5B",NA,"adult",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",5,"dM5C",NA,"adult",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",26,"dM26B",NA,"adult",NA,"Yes"
"GPS/HR","8/16/12",138,"Dog",26,"dF26C",NA,"adult",NA,"Yes"
"GPS/HR","9/2/12",142,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","9/2/12",142,"Human",26,"hM26A",58,NA,"no","Yes"
"GPS/HR","9/2/12",142,"Human",26,"hM26C",18,NA,"no","Yes"
"GPS/HR","9/2/12",142,"Human",28,"hM28A",23,NA,"no","Yes"
"GPS/HR","9/2/12",142,"Human",45,"hM45A",28,NA,"no","Yes"
"GPS/HR","9/2/12",142,"Human",5,"hM5A",50,NA,"no","Yes"
"GPS/HR","9/2/12",142,"Human",6,"hM6A",30,NA,"no","Yes"
"GPS/HR","9/2/12",142,"Human",5,"hM5",14,NA,"yes","Yes"
"GPS/HR","9/2/12",142,"Dog",45,"dM45B",NA,"young",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",45,"dF45A",NA,"adult",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",45,"dF45C",NA,"young",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",45,"dM45D",NA,"young",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",46,"dM46B",NA,"adult",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",46,"dF46A",NA,"adult",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",5,"dM5A",NA,"adult",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",5,"dM5B",NA,"adult",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",5,"dM5C",NA,"adult",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",28,"dF28B",NA,"young",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",28,"dF28C",NA,"young",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",26,"dM26B",NA,"adult",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",6,"dM6A",NA,"adult",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",6,"dF6B",NA,"adult",NA,"Yes"
"GPS/HR","9/2/12",142,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","9/6/12",143,"Human",0,"hM0A",35,NA,"yes","No"
"GPS/HR","9/6/12",143,"Human",72,"hM72",30,NA,"no","No"
"GPS/HR","9/6/12",143,"Human",72,"hM72A",35,NA,"no","No"
"GPS/HR","9/8/12",144,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","9/8/12",144,"Human",58,"hM58C",18,NA,"no","Yes"
"GPS/HR","9/8/12",144,"Human",58,"hM58A",54,NA,"no","Yes"
"GPS/HR","9/8/12",144,"Human",58,"hF58B",48,NA,"no","Yes"
"GPS/HR","9/8/12",144,"Human",58,"hF58E",11,NA,"yes","Yes"
"GPS/HR","9/8/12",144,"Human",0,"hF0C",25,NA,"yes","Yes"
"GPS/HR","9/8/12",144,"Dog",58,"dF58A",NA,"adult",NA,"Yes"
"GPS/HR","9/8/12",144,"Dog",58,"dM58B",NA,"adult",NA,"Yes"
"GPS/HR","9/8/12",144,"Dog",58,"dF58C",NA,"adult",NA,"Yes"
"GPS/HR","9/8/12",144,"Dog",59,"dM59D",NA,"adult",NA,"Yes"
"GPS/HR","9/8/12",144,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","9/10/12",145,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","9/10/12",145,"Human",32,"hM32A",45,NA,"no","Yes"
"GPS/HR","9/10/12",145,"Human",32,"hM32D",15,NA,"yes","Yes"
"GPS/HR","9/10/12",145,"Human",32,"hM32E",11,NA,"yes","Yes"
"GPS/HR","9/10/12",145,"Human",32,"hM32F",10,NA,"yes","Yes"
"GPS/HR","9/10/12",145,"Dog",32,"dM32A",NA,"adult",NA,"Yes"
"GPS/HR","9/10/12",145,"Dog",32,"dM32E",NA,"adult",NA,"Yes"
"GPS/HR","9/10/12",145,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","9/13/12",147,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","9/13/12",147,"Human",31,"hM31A",23,NA,"no","Yes"
"GPS/HR","9/13/12",147,"Human",30,"hM30C",11,NA,"yes","Yes"
"GPS/HR","9/13/12",147,"Dog",31,"dF31A",NA,"adult",NA,"Yes"
"GPS/HR","9/13/12",147,"Dog",30,"dM30A",NA,"adult",NA,"Yes"
"GPS/HR","9/13/12",147,"Dog",30,"dM30B",NA,"adult",NA,"Yes"
"GPS/HR","9/13/12",147,"Dog",30,"d30C",NA,"adult",NA,"Yes"
"GPS/HR","9/13/12",147,"Dog",29,"dM29A",NA,"adult",NA,"Yes"
"GPS/HR","9/13/12",147,"Dog",29,"d29B",NA,"adult",NA,"Yes"
"GPS/HR","9/13/12",147,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","9/15/12",148,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","9/15/12",148,"Human",26,"hM26C",18,NA,"no","Yes"
"GPS/HR","9/15/12",148,"Human",28,"hM28A",23,NA,"no","Yes"
"GPS/HR","9/15/12",148,"Human",45,"hM45A",28,NA,"no","Yes"
"GPS/HR","9/15/12",148,"Dog",26,"dM26B",NA,"adult",NA,"Yes"
"GPS/HR","9/15/12",148,"Dog",45,"dF45A",NA,"adult",NA,"Yes"
"GPS/HR","9/15/12",148,"Dog",45,"dF45C",NA,"young",NA,"Yes"
"GPS/HR","9/15/12",148,"Dog",45,"dM45D",NA,"young",NA,"Yes"
"GPS/HR","9/15/12",148,"Dog",28,"dF28B",NA,"young",NA,"Yes"
"GPS/HR","9/15/12",148,"Dog",28,"dF28C",NA,"young",NA,"Yes"
"GPS/HR","9/15/12",148,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","9/20/12",152,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","9/20/12",152,"Human",31,"hM31A",23,NA,"no","Yes"
"GPS/HR","9/20/12",152,"Human",30,"hM30C",11,NA,"yes","Yes"
"GPS/HR","9/20/12",152,"Dog",30,"d",NA,NA,NA,"Yes"
"GPS/HR","9/20/12",152,"Dog",30,"d",NA,NA,NA,"Yes"
"GPS/HR","9/20/12",152,"Dog",30,"dM30A",NA,"adult",NA,"Yes"
"GPS/HR","9/20/12",152,"Dog",30,"d",NA,NA,NA,"Yes"
"GPS/HR","9/20/12",152,"Dog",30,"dM30B",NA,"adult",NA,"Yes"
"GPS/HR","9/20/12",152,"Dog",31,"dF31A",NA,"adult",NA,"Yes"
"GPS/HR","9/20/12",152,"Dog",29,"dM29A",NA,"adult",NA,"Yes"
"GPS/HR","9/20/12",152,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","9/22/12",155,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","9/22/12",155,"Human",26,"hM26A",58,NA,"no","Yes"
"GPS/HR","9/22/12",155,"Human",26,"hM26C",18,NA,"no","Yes"
"GPS/HR","9/22/12",155,"Human",28,"hM28A",23,NA,"no","Yes"
"GPS/HR","9/22/12",155,"Human",45,"hM45A",28,NA,"no","Yes"
"GPS/HR","9/22/12",155,"Human",72,"hM72C",13,NA,"yes","Yes"
"GPS/HR","9/22/12",155,"Dog",26,"dM26B",NA,"adult",NA,"Yes"
"GPS/HR","9/22/12",155,"Dog",45,"dM45B",NA,"young",NA,"Yes"
"GPS/HR","9/22/12",155,"Dog",26,"dF26C",NA,"adult",NA,"Yes"
"GPS/HR","9/22/12",155,"Dog",28,"dF28C",NA,"young",NA,"Yes"
"GPS/HR","9/22/12",155,"Dog",28,"dF28B",NA,"young",NA,"Yes"
"GPS/HR","9/22/12",155,"Dog",46,"dM46B",NA,"adult",NA,"Yes"
"GPS/HR","9/22/12",155,"Dog",46,"dF46A",NA,"adult",NA,"Yes"
"GPS/HR","9/22/12",155,"Dog",45,"dF45A",NA,"adult",NA,"Yes"
"GPS/HR","9/22/12",155,"Dog",45,"dF45C",NA,"young",NA,"Yes"
"GPS/HR","9/22/12",155,"Dog",45,"dM45D",NA,"young",NA,"Yes"
"GPS/HR","9/22/12",155,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","9/23/12",156,"Human",45,"hM45A",28,NA,"no","Yes"
"GPS/HR","9/23/12",156,"Dog",45,"dF45A",NA,"adult",NA,"Yes"
"GPS/HR","9/23/12",156,"Dog",45,"dM45B",NA,"young",NA,"Yes"
"GPS/HR","9/23/12",156,"Dog",45,"dF45C",NA,"young",NA,"Yes"
"GPS/HR","9/23/12",156,"Dog",45,"dM45D",NA,"young",NA,"Yes"
"GPS/HR","10/4/12",158,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","10/4/12",158,"Human",58,"hM58A",54,NA,"no","Yes"
"GPS/HR","10/4/12",158,"Dog",58,"dF58A",NA,"adult",NA,"Yes"
"GPS/HR","10/4/12",158,"Dog",58,"dF58C",NA,"adult",NA,"Yes"
"GPS/HR","10/4/12",158,"Dog",59,"dM59D",NA,"adult",NA,"Yes"
"GPS/HR","10/4/12",158,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","10/6/12",159,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","10/6/12",159,"Human",57,"hM57A",27,NA,"no","Yes"
"GPS/HR","10/6/12",159,"Human",58,"hM58A",54,NA,"no","Yes"
"GPS/HR","10/6/12",159,"Human",58,"hM58C",18,NA,"no","Yes"
"GPS/HR","10/6/12",159,"Dog",58,"dF58A",NA,"adult",NA,"Yes"
"GPS/HR","10/6/12",159,"Dog",58,"dM58B",NA,"adult",NA,"Yes"
"GPS/HR","10/6/12",159,"Dog",58,"dF58C",NA,"adult",NA,"Yes"
"GPS/HR","10/6/12",159,"Dog",58,"dM58D",NA,"adult",NA,"Yes"
"GPS/HR","10/6/12",159,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","10/7/12",160,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","10/7/12",160,"Human",32,"hM32A",45,NA,"no","Yes"
"GPS/HR","10/7/12",160,"Human",32,"hM32D",15,NA,"yes","Yes"
"GPS/HR","10/7/12",160,"Human",32,"hM32E",11,NA,"yes","Yes"
"GPS/HR","10/7/12",160,"Human",32,"hM32F",10,NA,"yes","Yes"
"GPS/HR","10/7/12",160,"Dog",32,"dM32A",NA,"adult",NA,"Yes"
"GPS/HR","10/7/12",160,"Dog",32,"dF32D",NA,"puppie",NA,"Yes"
"GPS/HR","10/7/12",160,"Dog",32,"dM32C",NA,"young",NA,"Yes"
"GPS/HR","10/7/12",160,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","10/8/12",161,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","10/8/12",161,"Human",73,"hM73C",18,NA,"no","Yes"
"GPS/HR","10/8/12",161,"Dog",73,"dM73A",NA,"adult",NA,"Yes"
"GPS/HR","10/8/12",161,"Dog",73,"dF73B",NA,"adult",NA,"Yes"
"GPS/HR","10/8/12",161,"Dog",73,"dM73D",NA,"puppy",NA,"Yes"
"GPS/HR","10/8/12",161,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","10/8/12",162,"Human",58,"hM58A",54,NA,"no","Yes"
"GPS/HR","10/8/12",162,"Human",58,"hM58C",18,NA,"no","Yes"
"GPS/HR","10/8/12",162,"Dog",58,"dF58A",NA,"adult",NA,"Yes"
"GPS/HR","10/8/12",162,"Dog",58,"dM58B",NA,"adult",NA,"Yes"
"GPS/HR","10/8/12",162,"Dog",58,"dF58C",NA,"adult",NA,"Yes"
"GPS/HR","10/8/12",162,"Dog",58,"dM58D",NA,"adult",NA,"Yes"
"GPS/HR","10/19/12",163,"Human",0,"hM0A",35,NA,NA,"No"
"GPS/HR","10/19/12",163,"Human",26,"hM26C",18,NA,NA,"No"
"GPS/HR","10/19/12",163,"Human",27,"hM27A",25,NA,NA,"No"
"GPS/HR","10/19/12",163,"Human",45,"hM45A",28,NA,NA,"No"
"GPS/HR","10/31/12",164,"Human",0,"hM0A",35,NA,NA,"No"
"GPS/HR","10/31/12",164,"Human",45,"hM45A",28,NA,NA,"No"
"GPS/HR","11/4/12",166,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","11/4/12",166,"Human",26,"hM26A",58,NA,"no","Yes"
"GPS/HR","11/4/12",166,"Human",26,"hM26C",18,NA,"no","Yes"
"GPS/HR","11/4/12",166,"Human",28,"hM28A",23,NA,"no","Yes"
"GPS/HR","11/4/12",166,"Dog",28,"dF28B",NA,"young",NA,"Yes"
"GPS/HR","11/4/12",166,"Dog",28,"dF28C",NA,"young",NA,"Yes"
"GPS/HR","11/4/12",166,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","11/30/12",174,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","11/30/12",174,"Human",26,"hM26C",18,NA,"no","Yes"
"GPS/HR","11/30/12",174,"Human",45,"hM45A",28,NA,"no","Yes"
"GPS/HR","11/30/12",174,"Human",49,"hM49C",20,NA,"no","Yes"
"GPS/HR","11/30/12",174,"Dog",45,"dF45A",NA,"adult",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",45,"dM45B",NA,"young",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",46,"dF46A",NA,"adult",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",49,"dF49A",NA,"adult",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",49,"dF49B",NA,"adult",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",49,"dF49C",NA,"puppy",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",26,"dM26B",NA,"adult",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",28,"dF28B",NA,"young",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",28,"dF28C",NA,"young",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",49,"d49D",NA,"puppy",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",49,"d49E",NA,"puppy",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","11/30/12",174,"Dog",0,"dF0B",NA,"puppy",NA,"Yes"
"GPS/HR","12/6/12",178,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","12/6/12",178,"Human",71,"hM71A",60,NA,"no","Yes"
"GPS/HR","12/6/12",178,"Human",73,"hM73C",18,NA,"no","Yes"
"GPS/HR","12/6/12",178,"Dog",73,"dM73A",NA,"adult",NA,"Yes"
"GPS/HR","12/6/12",178,"Dog",73,"dF73B",NA,"adult",NA,"Yes"
"GPS/HR","12/6/12",178,"Dog",73,"dM73D",NA,"adult",NA,"Yes"
"GPS/HR","12/6/12",178,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","12/8/12",180,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","12/8/12",180,"Human",26,"hM26A",58,NA,"no","Yes"
"GPS/HR","12/8/12",180,"Human",26,"hM26C",18,NA,"no","Yes"
"GPS/HR","12/8/12",180,"Human",27,"hM27A",25,NA,"no","Yes"
"GPS/HR","12/8/12",180,"Human",28,"hM28A",23,NA,"no","Yes"
"GPS/HR","12/8/12",180,"Human",36,"hM36A",20,NA,"no","Yes"
"GPS/HR","12/8/12",180,"Human",45,"hM45A",28,NA,"no","Yes"
"GPS/HR","12/8/12",180,"Human",5,"hM5A",50,NA,"no","Yes"
"GPS/HR","12/8/12",180,"Dog",28,"dF28A",NA,"adult",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",28,"dF28B",NA,"young",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",28,"dF28C",NA,"young",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",45,"dF45A",NA,"adult",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",45,"dM45B",NA,"young",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",45,"dF45C",NA,"young",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",45,"dM45D",NA,"young",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",26,"dM26B",NA,"adult",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",26,"dF26C",NA,"adult",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",5,"dM5A",NA,"adult",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",5,"dM5B",NA,"adult",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",5,"dM5C",NA,"adult",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",5,"d5D",NA,"adult",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","12/8/12",180,"Dog",0,"dF0B",NA,"puppy",NA,"Yes"
"GPS/HR","12/12/12",185,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","12/12/12",185,"Human",69,"hM69A",29,NA,"no","Yes"
"GPS/HR","12/12/12",185,"Human",70,"hM70A",60,NA,"no","Yes"
"GPS/HR","12/12/12",185,"Human",71,"hM71A",60,NA,"no","Yes"
"GPS/HR","12/12/12",185,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","12/15/12",190,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","12/15/12",190,"Human",65,"hM65A",50,NA,"no","Yes"
"GPS/HR","12/15/12",190,"Human",65,"hM65C",25,NA,"no","Yes"
"GPS/HR","12/15/12",190,"Human",65,"hM65D",16,NA,"yes","Yes"
"GPS/HR","12/15/12",190,"Human",65,"hM65E",14,NA,"yes","Yes"
"GPS/HR","12/15/12",190,"Human",65,"hM65I",10,NA,"yes","Yes"
"GPS/HR","12/15/12",190,"Dog",65,"d65B",NA,NA,NA,"Yes"
"GPS/HR","12/15/12",190,"Dog",65,"d65C",NA,NA,NA,"Yes"
"GPS/HR","12/15/12",190,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","12/16/12",192,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","12/16/12",192,"Human",26,"hM26A",58,NA,"no","Yes"
"GPS/HR","12/16/12",192,"Human",28,"hM28A",23,NA,"no","Yes"
"GPS/HR","12/16/12",192,"Dog",26,"dM26B",NA,"adult",NA,"Yes"
"GPS/HR","12/16/12",192,"Dog",26,"dF26C",NA,"adult",NA,"Yes"
"GPS/HR","12/16/12",192,"Dog",28,"dF28A",NA,"adult",NA,"Yes"
"GPS/HR","12/16/12",192,"Dog",28,"dF28B",NA,"young",NA,"Yes"
"GPS/HR","12/16/12",192,"Dog",28,"dF28C",NA,"young",NA,"Yes"
"GPS/HR","12/16/12",192,"Dog",28,"dF28D",NA,"young",NA,"Yes"
"GPS/HR","12/16/12",192,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","12/16/12",192,"Dog",0,"dF0B",NA,"puppy",NA,"Yes"
"GPS/HR","12/17/12",193,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","12/17/12",193,"Human",28,"hM28A",23,NA,"no","Yes"
"GPS/HR","12/17/12",193,"Human",41,"hM41C",16,NA,"yes","Yes"
"GPS/HR","12/17/12",193,"Dog",28,"dF28A",NA,"adult",NA,"Yes"
"GPS/HR","12/17/12",193,"Dog",28,"dF28B",NA,"young",NA,"Yes"
"GPS/HR","12/17/12",193,"Dog",28,"dF28C",NA,"young",NA,"Yes"
"GPS/HR","12/17/12",193,"Dog",28,"dF28D",NA,"young",NA,"Yes"
"GPS/HR","12/17/12",193,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","12/17/12",193,"Dog",0,"dF0B",NA,"puppy",NA,"Yes"
"GPS/HR","12/20/12",195,"Human",0,"hM0A",35,NA,"yes","Yes"
"GPS/HR","12/20/12",195,"Human",36,"hM36A",20,NA,"no","Yes"
"GPS/HR","12/20/12",195,"Human",5,"hM5A",50,NA,"no","Yes"
"GPS/HR","12/20/12",195,"Human",5,"hM5",14,NA,"yes","Yes"
"GPS/HR","12/20/12",195,"Human",5,"hM5C",20,NA,"no","Yes"
"GPS/HR","12/20/12",195,"Human",5,"hM5D",16,NA,"no","Yes"
"GPS/HR","12/20/12",195,"Human",6,"hM6A",30,NA,"no","Yes"
"GPS/HR","12/20/12",195,"Dog",36,"dM36A",NA,"adult",NA,"Yes"
"GPS/HR","12/20/12",195,"Dog",5,"dM5A",NA,"adult",NA,"Yes"
"GPS/HR","12/20/12",195,"Dog",5,"dM5B",NA,"adult",NA,"Yes"
"GPS/HR","12/20/12",195,"Dog",5,"dM5C",NA,"adult",NA,"Yes"
"GPS/HR","12/20/12",195,"Dog",6,"dM6A",NA,"adult",NA,"Yes"
"GPS/HR","12/20/12",195,"Dog",6,"dF6B",NA,"adult",NA,"Yes"
"GPS/HR","12/20/12",195,"Dog",0,"dF0A",NA,"adult",NA,"Yes"
"GPS/HR","12/20/12",195,"Dog",0,"dF0B",NA,"puppy",NA,"Yes"
"GPS/HR","12/23/12",197,"Human",0,"hM0A",35,NA,NA,"No"
"GPS/HR","12/23/12",197,"Human",26,"hM26",55,NA,NA,"No"
"GPS/HR","12/23/12",197,"Human",26,"hM26A",58,NA,NA,"No"
"GPS/HR","12/23/12",197,"Human",26,"hM26C",18,NA,NA,"No"
"GPS/HR","12/23/12",197,"Human",27,"hM27A",25,NA,NA,"No"
"GPS/HR","12/23/12",197,"Human",28,"hM28A",23,NA,NA,"No"
"GPS/HR","12/23/12",197,"Human",45,"hM45A",28,NA,NA,"No"
